Feature,Feature type,Statistic,Control,Case,Difference,Difference unit,Mean |SHAP|,Mean SHAP,Description,Role,Species,Protein,is_demo_signal,Repeated-run mean |SHAP|,Run SD |SHAP|,Non-zero SHAP runs (%),Selection frequency (%),Top-k frequency rank,Top-k SHAP appearances,Top-k SHAP opportunities,Top-k SHAP frequency (%),Mean rank when in top K,Ranking top K,Displayed,Feature ranking method
twist_noise_073,peptide,Prevalence (%),32.5,27.500000000000004,-4.9999999999999964,percentage points,0.0023962767567479214,-0.00033829514701083993,Noise peptide 73,independent noise,Simulated organism,Synthetic protein 40,False,0.0023962767567479214,0.0,100.0,100.0,29,0,1,0.0,,10,False,mean-abs-shap
twist_noise_025,peptide,Prevalence (%),15.0,15.0,0.0,percentage points,0.0023414723224261234,-0.00026945024752395095,Noise peptide 25,independent noise,Simulated organism,Synthetic protein 16,False,0.0023414723224261234,0.0,100.0,100.0,30,0,1,0.0,,10,False,mean-abs-shap
twist_noise_028,peptide,Prevalence (%),32.5,27.500000000000004,-4.9999999999999964,percentage points,0.002339378185456446,-0.00033538146335741184,Noise peptide 28,independent noise,Simulated organism,Synthetic protein 17,False,0.002339378185456446,0.0,100.0,100.0,31,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_063,peptide,Prevalence (%),17.5,27.500000000000004,10.000000000000004,percentage points,0.002244395101608771,-0.0002105085371454163,Noise peptide 63,independent noise,Simulated organism,Synthetic protein 35,False,0.002244395101608771,0.0,100.0,100.0,32,0,1,0.0,,10,False,mean-abs-shap
twist_noise_004,peptide,Prevalence (%),52.5,50.0,-2.5,percentage points,0.002231780321901731,-0.00027557369197434885,Noise peptide 4,independent noise,Simulated organism,Synthetic protein 5,False,0.002231780321901731,0.0,100.0,100.0,33,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_038,peptide,Prevalence (%),5.0,20.0,15.0,percentage points,0.002093433625011338,-4.7143682898658465e-05,Noise peptide 38,independent noise,Simulated organism,Synthetic protein 22,False,0.002093433625011338,0.0,100.0,100.0,34,0,1,0.0,,10,False,mean-abs-shap
twist_noise_010,peptide,Prevalence (%),25.0,35.0,10.0,percentage points,0.0018419945826854429,-3.66017403552985e-05,Noise peptide 10,independent noise,Simulated organism,Synthetic protein 8,False,0.0018419945826854429,0.0,100.0,100.0,35,0,1,0.0,,10,False,mean-abs-shap
twist_noise_070,peptide,Prevalence (%),7.5,12.5,5.0,percentage points,0.0018232049580048054,0.0005452978858638431,Noise peptide 70,independent noise,Simulated organism,Synthetic protein 38,False,0.0018232049580048054,0.0,100.0,100.0,36,0,1,0.0,,10,False,mean-abs-shap
twist_noise_019,peptide,Prevalence (%),20.0,32.5,12.5,percentage points,0.0018104082962223061,-0.0004442381894383669,Noise peptide 19,independent noise,Simulated organism,Synthetic protein 13,False,0.0018104082962223061,0.0,100.0,100.0,37,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_048,peptide,Prevalence (%),45.0,22.5,-22.5,percentage points,0.001375256968356111,6.368430331188274e-05,Noise peptide 48,independent noise,Simulated organism,Synthetic protein 27,False,0.001375256968356111,0.0,100.0,100.0,38,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_036,peptide,Prevalence (%),65.0,30.0,-35.0,percentage points,0.0013596920760099976,-5.697960334411784e-05,Noise peptide 36,independent noise,Simulated organism,Synthetic protein 21,False,0.0013596920760099976,0.0,100.0,100.0,39,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_015,peptide,Prevalence (%),35.0,45.0,10.0,percentage points,0.0013303992998862095,0.00048464661532745846,Noise peptide 15,independent noise,Simulated organism,Synthetic protein 11,False,0.0013303992998862095,0.0,100.0,100.0,40,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_060,peptide,Prevalence (%),52.5,35.0,-17.5,percentage points,0.0012982490607001333,-1.8478354223811566e-05,Noise peptide 60,independent noise,Simulated organism,Synthetic protein 33,False,0.0012982490607001333,0.0,100.0,100.0,41,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_057,peptide,Prevalence (%),25.0,10.0,-15.0,percentage points,0.0012347859804574383,0.00016089007482552052,Noise peptide 57,independent noise,Simulated organism,Synthetic protein 32,False,0.0012347859804574383,0.0,100.0,100.0,42,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_008,peptide,Prevalence (%),45.0,62.5,17.5,percentage points,0.0012210178872015668,-2.183905422595524e-05,Noise peptide 8,independent noise,Simulated organism,Synthetic protein 7,False,0.0012210178872015668,0.0,100.0,100.0,43,0,1,0.0,,10,False,mean-abs-shap
twist_noise_022,peptide,Prevalence (%),20.0,7.5,-12.5,percentage points,0.0011813240914853851,-8.40534281784491e-05,Noise peptide 22,independent noise,Simulated organism,Synthetic protein 14,False,0.0011813240914853851,0.0,100.0,100.0,44,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_050,peptide,Prevalence (%),22.5,22.5,0.0,percentage points,0.0011737586945207493,-5.087815882842548e-05,Noise peptide 50,independent noise,Simulated organism,Synthetic protein 28,False,0.0011737586945207493,0.0,100.0,100.0,45,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_065,peptide,Prevalence (%),15.0,22.5,7.5,percentage points,0.0011163080251348435,-0.00016362089595412375,Noise peptide 65,independent noise,Simulated organism,Synthetic protein 36,False,0.0011163080251348435,0.0,100.0,100.0,46,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_042,peptide,Prevalence (%),20.0,7.5,-12.5,percentage points,0.0011063506238270242,-0.000564298471240414,Noise peptide 42,independent noise,Simulated organism,Synthetic protein 24,False,0.0011063506238270242,0.0,100.0,100.0,47,0,1,0.0,,10,False,mean-abs-shap
twist_noise_016,peptide,Prevalence (%),32.5,37.5,5.0,percentage points,0.0010573508157177918,-0.000161354124386344,Noise peptide 16,independent noise,Simulated organism,Synthetic protein 11,False,0.0010573508157177918,0.0,100.0,100.0,48,0,1,0.0,,10,False,mean-abs-shap
Smoking,binary clinical,Prevalence (%),22.5,17.5,-5.0,percentage points,0.000980973908124658,-0.00043471723156487664,,,,,,0.000980973908124658,0.0,100.0,100.0,49,0,1,0.0,,10,False,mean-abs-shap
twist_noise_034,peptide,Prevalence (%),35.0,35.0,0.0,percentage points,0.0009711086174004167,-0.0002132307637969124,Noise peptide 34,independent noise,Simulated organism,Synthetic protein 20,False,0.0009711086174004167,0.0,100.0,100.0,50,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_026,peptide,Prevalence (%),67.5,57.49999999999999,-10.000000000000007,percentage points,0.0009023196128192712,0.00011031364259999295,Noise peptide 26,independent noise,Simulated organism,Synthetic protein 16,False,0.0009023196128192712,0.0,100.0,100.0,51,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_056,peptide,Prevalence (%),45.0,30.0,-15.0,percentage points,0.0008724785167468661,-1.769975563914911e-05,Noise peptide 56,independent noise,Simulated organism,Synthetic protein 31,False,0.0008724785167468661,0.0,100.0,100.0,52,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_074,peptide,Prevalence (%),35.0,20.0,-15.0,percentage points,0.0008718538576028533,1.0569661303893517e-05,Noise peptide 74,independent noise,Simulated organism,Synthetic protein 40,False,0.0008718538576028533,0.0,100.0,100.0,53,0,1,0.0,,10,False,mean-abs-shap
Sex,binary clinical,Prevalence (%),45.0,50.0,5.0,percentage points,0.0008684580129660949,-0.00028562385144937475,,,,,,0.0008684580129660949,0.0,100.0,100.0,54,0,1,0.0,,10,False,mean-abs-shap
twist_noise_049,peptide,Prevalence (%),40.0,40.0,0.0,percentage points,0.0007587346888099386,0.00012767266815167226,Noise peptide 49,independent noise,Simulated organism,Synthetic protein 28,False,0.0007587346888099386,0.0,100.0,100.0,55,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_039,peptide,Prevalence (%),45.0,52.5,7.5,percentage points,0.0007113609913803902,-5.171999529107281e-05,Noise peptide 39,independent noise,Simulated organism,Synthetic protein 23,False,0.0007113609913803902,0.0,100.0,100.0,56,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_012,peptide,Prevalence (%),15.0,20.0,5.0,percentage points,0.000695297218325093,0.00036104910983671454,Noise peptide 12,independent noise,Simulated organism,Synthetic protein 9,False,0.000695297218325093,0.0,100.0,100.0,57,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_053,peptide,Prevalence (%),30.0,45.0,15.0,percentage points,0.0006625242046230613,-6.309667932531205e-05,Noise peptide 53,independent noise,Simulated organism,Synthetic protein 30,False,0.0006625242046230613,0.0,100.0,100.0,58,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_041,peptide,Prevalence (%),30.0,20.0,-10.0,percentage points,0.0006230896186669822,0.00031464379546419275,Noise peptide 41,independent noise,Simulated organism,Synthetic protein 24,False,0.0006230896186669822,0.0,100.0,100.0,59,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_054,peptide,Prevalence (%),5.0,12.5,7.5,percentage points,0.0006142765875002138,-1.6849804063026285e-05,Noise peptide 54,independent noise,Simulated organism,Synthetic protein 30,False,0.0006142765875002138,0.0,100.0,100.0,60,0,1,0.0,,10,False,mean-abs-shap
twist_noise_040,peptide,Prevalence (%),45.0,60.0,15.0,percentage points,0.0005736566264444936,-1.3430521375241752e-05,Noise peptide 40,independent noise,Simulated organism,Synthetic protein 23,False,0.0005736566264444936,0.0,100.0,100.0,61,0,1,0.0,,10,False,mean-abs-shap
twist_noise_058,peptide,Prevalence (%),22.5,32.5,10.0,percentage points,0.0005559171024984048,0.0002168217756859497,Noise peptide 58,independent noise,Simulated organism,Synthetic protein 32,False,0.0005559171024984048,0.0,100.0,100.0,62,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_018,peptide,Prevalence (%),52.5,47.5,-5.0,percentage points,0.0005276644398757174,-6.514018414682031e-05,Noise peptide 18,independent noise,Simulated organism,Synthetic protein 12,False,0.0005276644398757174,0.0,100.0,100.0,63,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_032,peptide,Prevalence (%),22.5,17.5,-5.0,percentage points,0.0005063496397617979,-3.878957876500926e-05,Noise peptide 32,independent noise,Simulated organism,Synthetic protein 19,False,0.0005063496397617979,0.0,100.0,100.0,64,0,1,0.0,,10,False,mean-abs-shap
twist_noise_064,peptide,Prevalence (%),17.5,30.0,12.5,percentage points,0.0004933591809755529,0.00011153838407020472,Noise peptide 64,independent noise,Simulated organism,Synthetic protein 35,False,0.0004933591809755529,0.0,100.0,100.0,65,0,1,0.0,,10,False,mean-abs-shap
twist_noise_067,peptide,Prevalence (%),17.5,17.5,0.0,percentage points,0.0004613651183290072,-2.618968380796207e-05,Noise peptide 67,independent noise,Simulated organism,Synthetic protein 37,False,0.0004613651183290072,0.0,100.0,100.0,66,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_020,peptide,Prevalence (%),15.0,15.0,0.0,percentage points,0.000449269296660008,0.00016052078730833722,Noise peptide 20,independent noise,Simulated organism,Synthetic protein 13,False,0.000449269296660008,0.0,100.0,100.0,67,0,1,0.0,,10,False,mean-abs-shap
twist_noise_001,peptide,Prevalence (%),55.00000000000001,55.00000000000001,0.0,percentage points,0.0,0.0,Noise peptide 1,independent noise,Simulated organism,Synthetic protein 4,False,0.0,0.0,0.0,0.0,80,0,1,0.0,,10,False,mean-abs-shap
twist_noise_043,peptide,Prevalence (%),60.0,50.0,-10.0,percentage points,0.0,0.0,Noise peptide 43,independent noise,Simulated organism,Synthetic protein 25,False,0.0,0.0,0.0,0.0,83,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_035,peptide,Prevalence (%),45.0,47.5,2.5,percentage points,0.0,0.0,Noise peptide 35,independent noise,Simulated organism,Synthetic protein 21,False,0.0,0.0,0.0,0.0,77,0,1,0.0,,10,False,mean-abs-shap
twist_noise_031,peptide,Prevalence (%),40.0,47.5,7.5,percentage points,0.0,0.0,Noise peptide 31,independent noise,Simulated organism,Synthetic protein 19,False,0.0,0.0,0.0,0.0,82,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_033,peptide,Prevalence (%),10.0,25.0,15.0,percentage points,0.0,0.0,Noise peptide 33,independent noise,Simulated organism,Synthetic protein 20,False,0.0,0.0,0.0,0.0,72,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_030,peptide,Prevalence (%),27.500000000000004,32.5,4.9999999999999964,percentage points,0.0,0.0,Noise peptide 30,independent noise,Simulated organism,Synthetic protein 18,False,0.0,0.0,0.0,0.0,71,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_003,peptide,Prevalence (%),45.0,45.0,0.0,percentage points,0.0,0.0,Noise peptide 3,independent noise,Simulated organism,Synthetic protein 5,False,0.0,0.0,0.0,0.0,68,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_017,peptide,Prevalence (%),30.0,12.5,-17.5,percentage points,0.0,0.0,Noise peptide 17,independent noise,Simulated organism,Synthetic protein 12,False,0.0,0.0,0.0,0.0,76,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_021,peptide,Prevalence (%),17.5,20.0,2.5,percentage points,0.0,0.0,Noise peptide 21,independent noise,Simulated organism,Synthetic protein 14,False,0.0,0.0,0.0,0.0,70,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_047,peptide,Prevalence (%),52.5,42.5,-10.0,percentage points,0.0,0.0,Noise peptide 47,independent noise,Simulated organism,Synthetic protein 27,False,0.0,0.0,0.0,0.0,78,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_045,peptide,Prevalence (%),55.00000000000001,47.5,-7.500000000000007,percentage points,0.0,0.0,Noise peptide 45,independent noise,Simulated organism,Synthetic protein 26,False,0.0,0.0,0.0,0.0,73,0,1,0.0,,10,False,mean-abs-shap
twist_noise_061,peptide,Prevalence (%),55.00000000000001,45.0,-10.000000000000007,percentage points,0.0,0.0,Noise peptide 61,independent noise,Simulated organism,Synthetic protein 34,False,0.0,0.0,0.0,0.0,84,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_062,peptide,Prevalence (%),17.5,35.0,17.5,percentage points,0.0,0.0,Noise peptide 62,independent noise,Simulated organism,Synthetic protein 34,False,0.0,0.0,0.0,0.0,79,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_009,peptide,Prevalence (%),37.5,27.500000000000004,-9.999999999999996,percentage points,0.0,0.0,Noise peptide 9,independent noise,Simulated organism,Synthetic protein 8,False,0.0,0.0,0.0,0.0,69,0,1,0.0,,10,False,mean-abs-shap
twist_noise_013,peptide,Prevalence (%),42.5,50.0,7.5,percentage points,0.0,0.0,Noise peptide 13,independent noise,Simulated organism,Synthetic protein 10,False,0.0,0.0,0.0,0.0,81,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_014,peptide,Prevalence (%),30.0,22.5,-7.5,percentage points,0.0,0.0,Noise peptide 14,independent noise,Simulated organism,Synthetic protein 10,False,0.0,0.0,0.0,0.0,75,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_069,peptide,Prevalence (%),5.0,7.5,2.5,percentage points,0.0,0.0,Noise peptide 69,independent noise,Simulated organism,Synthetic protein 38,False,0.0,0.0,0.0,0.0,74,0,1,0.0,,10,False,mean-abs-shap
