Feature,Feature type,Statistic,Control,Case,Difference,Difference unit,Mean |SHAP|,Mean SHAP,Description,Role,Species,Protein,is_demo_signal,Repeated-run mean |SHAP|,Run SD |SHAP|,Non-zero SHAP runs (%),Selection frequency (%),Top-k frequency rank,Top-k SHAP appearances,Top-k SHAP opportunities,Top-k SHAP frequency (%),Mean rank when in top K,Ranking top K,Displayed,Feature ranking method
corona2_noise_002,peptide,Prevalence (%),45.0,36.25,-8.75,percentage points,0.005318518507799226,-0.00014535548576408716,Noise peptide 2,independent noise,Simulated organism,Synthetic protein 4,False,0.005318518507799226,0.0,100.0,66.66666666666667,17,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_072,peptide,Prevalence (%),35.0,21.25,-13.75,percentage points,0.005118969773478526,0.00034441226874338176,Noise peptide 72,independent noise,Simulated organism,Synthetic protein 39,False,0.005118969773478526,0.0,100.0,66.66666666666667,18,0,1,0.0,,10,False,mean-abs-shap
twist_noise_007,peptide,Prevalence (%),38.75,27.500000000000004,-11.249999999999996,percentage points,0.004643730649528744,-0.0002648338064497995,Noise peptide 7,independent noise,Simulated organism,Synthetic protein 7,False,0.004643730649528744,0.0,100.0,66.66666666666667,19,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_066,peptide,Prevalence (%),58.75,47.5,-11.25,percentage points,0.004486949911261753,-0.00041176875365537093,Noise peptide 66,independent noise,Simulated organism,Synthetic protein 36,False,0.004486949911261753,0.0,100.0,66.66666666666667,20,0,1,0.0,,10,False,mean-abs-shap
twist_noise_055,peptide,Prevalence (%),42.5,32.5,-10.0,percentage points,0.004466417661225612,0.0005984834323967903,Noise peptide 55,independent noise,Simulated organism,Synthetic protein 31,False,0.004466417661225612,0.0,100.0,66.66666666666667,21,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_015,peptide,Prevalence (%),53.75,48.75,-5.0,percentage points,0.004419099760795724,2.312388001924656e-05,Noise peptide 15,independent noise,Simulated organism,Synthetic protein 11,False,0.004419099760795724,0.0,100.0,66.66666666666667,22,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_059,peptide,Prevalence (%),41.25,31.25,-10.0,percentage points,0.0033267503499627296,0.00020660139050146094,Noise peptide 59,independent noise,Simulated organism,Synthetic protein 33,False,0.0033267503499627296,0.0,100.0,33.333333333333336,23,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_062,peptide,Prevalence (%),40.0,30.0,-10.0,percentage points,0.0031583478360580745,0.00043615116513620584,Noise peptide 62,independent noise,Simulated organism,Synthetic protein 34,False,0.0031583478360580745,0.0,100.0,33.333333333333336,24,0,1,0.0,,10,False,mean-abs-shap
twist_noise_037,peptide,Prevalence (%),22.5,36.25,13.75,percentage points,0.0030742664108360665,0.00011646930553786661,Noise peptide 37,independent noise,Simulated organism,Synthetic protein 22,False,0.0030742664108360665,0.0,100.0,33.333333333333336,25,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_032,peptide,Prevalence (%),21.25,20.0,-1.25,percentage points,0.0029937205115299127,-0.000714822754131343,Noise peptide 32,independent noise,Simulated organism,Synthetic protein 19,False,0.0029937205115299127,0.0,100.0,66.66666666666667,26,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_017,peptide,Prevalence (%),21.25,28.749999999999996,7.4999999999999964,percentage points,0.0029581735403583407,-0.0003476602468402342,Noise peptide 17,independent noise,Simulated organism,Synthetic protein 12,False,0.0029581735403583407,0.0,100.0,33.333333333333336,27,0,1,0.0,,10,False,mean-abs-shap
Smoking,binary clinical,Prevalence (%),27.500000000000004,33.75,6.2499999999999964,percentage points,0.002940880680038882,6.49773509050395e-05,,,,,,0.002940880680038882,0.0,100.0,100.0,28,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_018,peptide,Prevalence (%),57.49999999999999,52.5,-4.999999999999993,percentage points,0.0028327889599316426,0.0001441379177874483,Noise peptide 18,independent noise,Simulated organism,Synthetic protein 12,False,0.0028327889599316426,0.0,100.0,33.333333333333336,29,0,1,0.0,,10,False,mean-abs-shap
twist_noise_025,peptide,Prevalence (%),13.750000000000002,20.0,6.249999999999998,percentage points,0.002713991695000602,-0.0005873915796053825,Noise peptide 25,independent noise,Simulated organism,Synthetic protein 16,False,0.002713991695000602,0.0,100.0,66.66666666666667,30,0,1,0.0,,10,False,mean-abs-shap
Sex,binary clinical,Prevalence (%),52.5,53.75,1.25,percentage points,0.002664697274652793,0.0003404764647687831,,,,,,0.002664697274652793,0.0,100.0,100.0,31,0,1,0.0,,10,False,mean-abs-shap
twist_noise_019,peptide,Prevalence (%),20.0,17.5,-2.5,percentage points,0.0024683975458451497,0.00030945736921032775,Noise peptide 19,independent noise,Simulated organism,Synthetic protein 13,False,0.0024683975458451497,0.0,100.0,33.333333333333336,32,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_027,peptide,Prevalence (%),35.0,28.749999999999996,-6.2500000000000036,percentage points,0.0022679763327488273,-9.783602606636213e-05,Noise peptide 27,independent noise,Simulated organism,Synthetic protein 17,False,0.0022679763327488273,0.0,100.0,33.333333333333336,33,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_069,peptide,Prevalence (%),16.25,17.5,1.25,percentage points,0.0022617048233180143,-0.0004965446692476489,Noise peptide 69,independent noise,Simulated organism,Synthetic protein 38,False,0.0022617048233180143,0.0,100.0,66.66666666666667,34,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_051,peptide,Prevalence (%),50.0,43.75,-6.25,percentage points,0.002224599323657023,-0.00014337629991517114,Noise peptide 51,independent noise,Simulated organism,Synthetic protein 29,False,0.002224599323657023,0.0,100.0,33.333333333333336,35,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_047,peptide,Prevalence (%),47.5,43.75,-3.75,percentage points,0.002194681367065658,0.00012954977600820416,Noise peptide 47,independent noise,Simulated organism,Synthetic protein 27,False,0.002194681367065658,0.0,100.0,33.333333333333336,36,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_023,peptide,Prevalence (%),30.0,21.25,-8.75,percentage points,0.002185424729913021,-4.481963946733547e-05,Noise peptide 23,independent noise,Simulated organism,Synthetic protein 15,False,0.002185424729913021,0.0,100.0,66.66666666666667,37,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_048,peptide,Prevalence (%),28.749999999999996,25.0,-3.7499999999999964,percentage points,0.0021174993760769843,7.188770741362433e-05,Noise peptide 48,independent noise,Simulated organism,Synthetic protein 27,False,0.0021174993760769843,0.0,100.0,66.66666666666667,38,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_038,peptide,Prevalence (%),11.25,16.25,5.0,percentage points,0.0020632126762041045,-0.0009196359067839804,Noise peptide 38,independent noise,Simulated organism,Synthetic protein 22,False,0.0020632126762041045,0.0,100.0,33.333333333333336,39,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_060,peptide,Prevalence (%),32.5,37.5,5.0,percentage points,0.002034035764819299,0.00023161692230873028,Noise peptide 60,independent noise,Simulated organism,Synthetic protein 33,False,0.002034035764819299,0.0,100.0,66.66666666666667,40,0,1,0.0,,10,False,mean-abs-shap
twist_noise_028,peptide,Prevalence (%),30.0,21.25,-8.75,percentage points,0.0019364183084454264,-0.0001721450115683636,Noise peptide 28,independent noise,Simulated organism,Synthetic protein 17,False,0.0019364183084454264,0.0,100.0,66.66666666666667,41,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_020,peptide,Prevalence (%),18.75,13.750000000000002,-4.999999999999998,percentage points,0.0018697099110691756,0.000253539252859478,Noise peptide 20,independent noise,Simulated organism,Synthetic protein 13,False,0.0018697099110691756,0.0,100.0,33.333333333333336,42,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_005,peptide,Prevalence (%),40.0,46.25,6.25,percentage points,0.0018456904947003142,-0.00019011214825719836,Noise peptide 5,independent noise,Simulated organism,Synthetic protein 6,False,0.0018456904947003142,0.0,100.0,66.66666666666667,43,0,1,0.0,,10,False,mean-abs-shap
twist_noise_016,peptide,Prevalence (%),33.75,27.500000000000004,-6.2499999999999964,percentage points,0.001801957129524797,-0.00024503664581331127,Noise peptide 16,independent noise,Simulated organism,Synthetic protein 11,False,0.001801957129524797,0.0,100.0,66.66666666666667,44,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_030,peptide,Prevalence (%),40.0,33.75,-6.25,percentage points,0.0015824467155102194,-0.00012297477664243556,Noise peptide 30,independent noise,Simulated organism,Synthetic protein 18,False,0.0015824467155102194,0.0,100.0,33.333333333333336,45,0,1,0.0,,10,False,mean-abs-shap
twist_noise_073,peptide,Prevalence (%),32.5,37.5,5.0,percentage points,0.001574788016962399,5.5383265326696935e-05,Noise peptide 73,independent noise,Simulated organism,Synthetic protein 40,False,0.001574788016962399,0.0,100.0,33.333333333333336,46,0,1,0.0,,10,False,mean-abs-shap
twist_noise_061,peptide,Prevalence (%),55.00000000000001,52.5,-2.500000000000007,percentage points,0.0013966392795214302,-0.0001589762816893628,Noise peptide 61,independent noise,Simulated organism,Synthetic protein 34,False,0.0013966392795214302,0.0,100.0,33.333333333333336,47,0,1,0.0,,10,False,mean-abs-shap
twist_noise_004,peptide,Prevalence (%),45.0,37.5,-7.5,percentage points,0.0013607457345827937,-4.6996089049911815e-05,Noise peptide 4,independent noise,Simulated organism,Synthetic protein 5,False,0.0013607457345827937,0.0,100.0,33.333333333333336,48,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_009,peptide,Prevalence (%),32.5,26.25,-6.25,percentage points,0.0012958946739568843,0.0002110124848639896,Noise peptide 9,independent noise,Simulated organism,Synthetic protein 8,False,0.0012958946739568843,0.0,100.0,33.333333333333336,49,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_008,peptide,Prevalence (%),52.5,53.75,1.25,percentage points,0.0012236836370789089,-0.0004362470284912577,Noise peptide 8,independent noise,Simulated organism,Synthetic protein 7,False,0.0012236836370789089,0.0,100.0,33.333333333333336,50,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_074,peptide,Prevalence (%),33.75,33.75,0.0,percentage points,0.001201386905409896,0.00024250942410101707,Noise peptide 74,independent noise,Simulated organism,Synthetic protein 40,False,0.001201386905409896,0.0,100.0,33.333333333333336,51,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_003,peptide,Prevalence (%),63.74999999999999,56.25,-7.499999999999993,percentage points,0.0009464375564295629,2.039709667306926e-05,Noise peptide 3,independent noise,Simulated organism,Synthetic protein 5,False,0.0009464375564295629,0.0,100.0,33.333333333333336,52,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_071,peptide,Prevalence (%),5.0,12.5,7.5,percentage points,0.0007534918987008968,-0.00016541701422957756,Noise peptide 71,independent noise,Simulated organism,Synthetic protein 39,False,0.0007534918987008968,0.0,100.0,33.333333333333336,53,0,1,0.0,,10,False,mean-abs-shap
twist_noise_046,peptide,Prevalence (%),32.5,42.5,10.0,percentage points,0.0005605519900213849,-0.0002770064170987899,Noise peptide 46,independent noise,Simulated organism,Synthetic protein 26,False,0.0005605519900213849,0.0,100.0,33.333333333333336,54,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_041,peptide,Prevalence (%),21.25,27.500000000000004,6.2500000000000036,percentage points,0.000549652808339409,-9.854642850652838e-05,Noise peptide 41,independent noise,Simulated organism,Synthetic protein 24,False,0.000549652808339409,0.0,100.0,33.333333333333336,55,0,1,0.0,,10,False,mean-abs-shap
twist_noise_049,peptide,Prevalence (%),36.25,37.5,1.25,percentage points,0.00045811488373406485,-1.0021925348858524e-05,Noise peptide 49,independent noise,Simulated organism,Synthetic protein 28,False,0.00045811488373406485,0.0,100.0,33.333333333333336,56,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_045,peptide,Prevalence (%),40.0,43.75,3.75,percentage points,0.00039727691872195914,-0.00013369494905017442,Noise peptide 45,independent noise,Simulated organism,Synthetic protein 26,False,0.00039727691872195914,0.0,100.0,33.333333333333336,57,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_012,peptide,Prevalence (%),25.0,27.500000000000004,2.5000000000000036,percentage points,0.0003228485361448668,2.070181768776674e-05,Noise peptide 12,independent noise,Simulated organism,Synthetic protein 9,False,0.0003228485361448668,0.0,100.0,33.333333333333336,58,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_042,peptide,Prevalence (%),27.500000000000004,31.25,3.7499999999999964,percentage points,0.00031980182022129603,7.283459737119633e-05,Noise peptide 42,independent noise,Simulated organism,Synthetic protein 24,False,0.00031980182022129603,0.0,100.0,33.333333333333336,59,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_065,peptide,Prevalence (%),18.75,21.25,2.5,percentage points,0.00013611464807278197,5.227572647262718e-06,Noise peptide 65,independent noise,Simulated organism,Synthetic protein 36,False,0.00013611464807278197,0.0,100.0,33.333333333333336,60,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_035,peptide,Prevalence (%),46.25,47.5,1.25,percentage points,0.0,0.0,Noise peptide 35,independent noise,Simulated organism,Synthetic protein 21,False,0.0,0.0,0.0,0.0,69,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_036,peptide,Prevalence (%),45.0,45.0,0.0,percentage points,0.0,0.0,Noise peptide 36,independent noise,Simulated organism,Synthetic protein 21,False,0.0,0.0,0.0,0.0,63,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_033,peptide,Prevalence (%),26.25,30.0,3.75,percentage points,0.0,0.0,Noise peptide 33,independent noise,Simulated organism,Synthetic protein 20,False,0.0,0.0,0.0,0.0,62,0,1,0.0,,10,False,mean-abs-shap
twist_noise_034,peptide,Prevalence (%),23.75,28.749999999999996,4.9999999999999964,percentage points,0.0,0.0,Noise peptide 34,independent noise,Simulated organism,Synthetic protein 20,False,0.0,0.0,0.0,0.0,78,0,1,0.0,,10,False,mean-abs-shap
twist_noise_031,peptide,Prevalence (%),47.5,43.75,-3.75,percentage points,0.0,0.0,Noise peptide 31,independent noise,Simulated organism,Synthetic protein 19,False,0.0,0.0,0.0,0.0,77,0,1,0.0,,10,False,mean-abs-shap
twist_noise_001,peptide,Prevalence (%),51.24999999999999,51.24999999999999,0.0,percentage points,0.0,0.0,Noise peptide 1,independent noise,Simulated organism,Synthetic protein 4,False,0.0,0.0,0.0,0.0,73,0,1,0.0,,10,False,mean-abs-shap
twist_noise_043,peptide,Prevalence (%),50.0,41.25,-8.75,percentage points,0.0,0.0,Noise peptide 43,independent noise,Simulated organism,Synthetic protein 25,False,0.0,0.0,0.0,0.0,80,0,1,0.0,,10,False,mean-abs-shap
twist_noise_040,peptide,Prevalence (%),46.25,52.5,6.25,percentage points,0.0,0.0,Noise peptide 40,independent noise,Simulated organism,Synthetic protein 23,False,0.0,0.0,0.0,0.0,79,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_054,peptide,Prevalence (%),15.0,11.25,-3.75,percentage points,0.0,0.0,Noise peptide 54,independent noise,Simulated organism,Synthetic protein 30,False,0.0,0.0,0.0,0.0,65,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_053,peptide,Prevalence (%),32.5,32.5,0.0,percentage points,0.0,0.0,Noise peptide 53,independent noise,Simulated organism,Synthetic protein 30,False,0.0,0.0,0.0,0.0,71,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_050,peptide,Prevalence (%),17.5,22.5,5.0,percentage points,0.0,0.0,Noise peptide 50,independent noise,Simulated organism,Synthetic protein 28,False,0.0,0.0,0.0,0.0,70,0,1,0.0,,10,False,mean-abs-shap
twist_noise_022,peptide,Prevalence (%),13.750000000000002,16.25,2.4999999999999982,percentage points,0.0,0.0,Noise peptide 22,independent noise,Simulated organism,Synthetic protein 14,False,0.0,0.0,0.0,0.0,76,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_021,peptide,Prevalence (%),20.0,17.5,-2.5,percentage points,0.0,0.0,Noise peptide 21,independent noise,Simulated organism,Synthetic protein 14,False,0.0,0.0,0.0,0.0,61,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_039,peptide,Prevalence (%),52.5,53.75,1.25,percentage points,0.0,0.0,Noise peptide 39,independent noise,Simulated organism,Synthetic protein 23,False,0.0,0.0,0.0,0.0,64,0,1,0.0,,10,False,mean-abs-shap
twist_noise_058,peptide,Prevalence (%),25.0,25.0,0.0,percentage points,0.0,0.0,Noise peptide 58,independent noise,Simulated organism,Synthetic protein 32,False,0.0,0.0,0.0,0.0,81,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_057,peptide,Prevalence (%),21.25,17.5,-3.75,percentage points,0.0,0.0,Noise peptide 57,independent noise,Simulated organism,Synthetic protein 32,False,0.0,0.0,0.0,0.0,66,0,1,0.0,,10,False,mean-abs-shap
twist_noise_010,peptide,Prevalence (%),20.0,28.749999999999996,8.749999999999996,percentage points,0.0,0.0,Noise peptide 10,independent noise,Simulated organism,Synthetic protein 8,False,0.0,0.0,0.0,0.0,74,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_056,peptide,Prevalence (%),40.0,33.75,-6.25,percentage points,0.0,0.0,Noise peptide 56,independent noise,Simulated organism,Synthetic protein 31,False,0.0,0.0,0.0,0.0,72,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_014,peptide,Prevalence (%),12.5,16.25,3.75,percentage points,0.0,0.0,Noise peptide 14,independent noise,Simulated organism,Synthetic protein 10,False,0.0,0.0,0.0,0.0,68,0,1,0.0,,10,False,mean-abs-shap
twist_noise_013,peptide,Prevalence (%),38.75,40.0,1.25,percentage points,0.0,0.0,Noise peptide 13,independent noise,Simulated organism,Synthetic protein 10,False,0.0,0.0,0.0,0.0,75,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_063,peptide,Prevalence (%),22.5,16.25,-6.25,percentage points,0.0,0.0,Noise peptide 63,independent noise,Simulated organism,Synthetic protein 35,False,0.0,0.0,0.0,0.0,67,0,1,0.0,,10,False,mean-abs-shap
twist_noise_064,peptide,Prevalence (%),27.500000000000004,25.0,-2.5000000000000036,percentage points,0.0,0.0,Noise peptide 64,independent noise,Simulated organism,Synthetic protein 35,False,0.0,0.0,0.0,0.0,82,0,1,0.0,,10,False,mean-abs-shap
twist_noise_067,peptide,Prevalence (%),15.0,10.0,-5.0,percentage points,0.0,0.0,Noise peptide 67,independent noise,Simulated organism,Synthetic protein 37,False,0.0,0.0,0.0,0.0,83,0,1,0.0,,10,False,mean-abs-shap
twist_noise_070,peptide,Prevalence (%),17.5,11.25,-6.25,percentage points,0.0,0.0,Noise peptide 70,independent noise,Simulated organism,Synthetic protein 38,False,0.0,0.0,0.0,0.0,84,0,1,0.0,,10,False,mean-abs-shap
