Feature,Feature type,Statistic,Control,Case,Difference,Difference unit,Mean |SHAP|,Mean SHAP,Description,Role,Species,Protein,is_demo_signal,Repeated-run mean |SHAP|,Run SD |SHAP|,Non-zero SHAP runs (%),Selection frequency (%),Top-k frequency rank,Top-k SHAP appearances,Top-k SHAP opportunities,Top-k SHAP frequency (%),Mean rank when in top K,Ranking top K,Displayed,Feature ranking method
corona2_noise_005,peptide,Prevalence (%),37.5,40.0,2.5,percentage points,0.006398769810833987,-0.0008992147560093041,Noise peptide 5,independent noise,Simulated organism,Synthetic protein 6,False,0.006398769810833987,0.0,100.0,100.0,26,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_011,peptide,Prevalence (%),32.5,42.5,10.0,percentage points,0.0061465818861837175,-0.0009157103747085669,Noise peptide 11,independent noise,Simulated organism,Synthetic protein 9,False,0.0061465818861837175,0.0,100.0,100.0,27,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_038,peptide,Prevalence (%),5.0,20.0,15.0,percentage points,0.005431368324411968,-0.0017103012221766744,Noise peptide 38,independent noise,Simulated organism,Synthetic protein 22,False,0.005431368324411968,0.0,100.0,100.0,28,0,1,0.0,,10,False,mean-abs-shap
twist_noise_025,peptide,Prevalence (%),15.0,15.0,0.0,percentage points,0.0053754305526606426,-0.0009867410850193862,Noise peptide 25,independent noise,Simulated organism,Synthetic protein 16,False,0.0053754305526606426,0.0,100.0,100.0,29,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_048,peptide,Prevalence (%),45.0,22.5,-22.5,percentage points,0.005172490229996892,-0.0001759123234450832,Noise peptide 48,independent noise,Simulated organism,Synthetic protein 27,False,0.005172490229996892,0.0,100.0,100.0,30,0,1,0.0,,10,False,mean-abs-shap
twist_noise_058,peptide,Prevalence (%),22.5,32.5,10.0,percentage points,0.0048897538780218325,-4.1761554747174814e-05,Noise peptide 58,independent noise,Simulated organism,Synthetic protein 32,False,0.0048897538780218325,0.0,100.0,100.0,31,0,1,0.0,,10,False,mean-abs-shap
twist_noise_070,peptide,Prevalence (%),7.5,12.5,5.0,percentage points,0.004633694200098458,0.0012015861468467274,Noise peptide 70,independent noise,Simulated organism,Synthetic protein 38,False,0.004633694200098458,0.0,100.0,100.0,32,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_015,peptide,Prevalence (%),35.0,45.0,10.0,percentage points,0.004455240039024872,0.000581618771533543,Noise peptide 15,independent noise,Simulated organism,Synthetic protein 11,False,0.004455240039024872,0.0,100.0,100.0,33,0,1,0.0,,10,False,mean-abs-shap
twist_noise_067,peptide,Prevalence (%),17.5,17.5,0.0,percentage points,0.004364059407923805,-0.0007469328908445083,Noise peptide 67,independent noise,Simulated organism,Synthetic protein 37,False,0.004364059407923805,0.0,100.0,100.0,34,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_027,peptide,Prevalence (%),25.0,35.0,10.0,percentage points,0.004275058583231843,-0.0005938254684210107,Noise peptide 27,independent noise,Simulated organism,Synthetic protein 17,False,0.004275058583231843,0.0,100.0,100.0,35,0,1,0.0,,10,False,mean-abs-shap
Sex,binary clinical,Prevalence (%),45.0,50.0,5.0,percentage points,0.003865663756979718,0.0006646374799984293,,,,,,0.003865663756979718,0.0,100.0,100.0,36,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_050,peptide,Prevalence (%),22.5,22.5,0.0,percentage points,0.003574871690260014,0.0003969098018790018,Noise peptide 50,independent noise,Simulated organism,Synthetic protein 28,False,0.003574871690260014,0.0,100.0,100.0,37,0,1,0.0,,10,False,mean-abs-shap
twist_noise_064,peptide,Prevalence (%),17.5,30.0,12.5,percentage points,0.0035187225901707015,0.0012181743093508924,Noise peptide 64,independent noise,Simulated organism,Synthetic protein 35,False,0.0035187225901707015,0.0,100.0,100.0,38,0,1,0.0,,10,False,mean-abs-shap
twist_noise_004,peptide,Prevalence (%),52.5,50.0,-2.5,percentage points,0.003453034270024221,-0.00042743937993295727,Noise peptide 4,independent noise,Simulated organism,Synthetic protein 5,False,0.003453034270024221,0.0,100.0,100.0,39,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_002,peptide,Prevalence (%),47.5,25.0,-22.5,percentage points,0.00342071205112714,0.0005765297028862263,Noise peptide 2,independent noise,Simulated organism,Synthetic protein 4,False,0.00342071205112714,0.0,100.0,100.0,40,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_060,peptide,Prevalence (%),52.5,35.0,-17.5,percentage points,0.0033176892994515378,-1.3881702153224784e-05,Noise peptide 60,independent noise,Simulated organism,Synthetic protein 33,False,0.0033176892994515378,0.0,100.0,100.0,41,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_012,peptide,Prevalence (%),15.0,20.0,5.0,percentage points,0.003253240344362157,-0.0015464883672879838,Noise peptide 12,independent noise,Simulated organism,Synthetic protein 9,False,0.003253240344362157,0.0,100.0,100.0,42,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_039,peptide,Prevalence (%),45.0,52.5,7.5,percentage points,0.0030703382860555887,0.0016195698716528141,Noise peptide 39,independent noise,Simulated organism,Synthetic protein 23,False,0.0030703382860555887,0.0,100.0,100.0,43,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_020,peptide,Prevalence (%),15.0,15.0,0.0,percentage points,0.0030417973178169613,0.0003192419900709002,Noise peptide 20,independent noise,Simulated organism,Synthetic protein 13,False,0.0030417973178169613,0.0,100.0,100.0,44,0,1,0.0,,10,False,mean-abs-shap
Smoking,binary clinical,Prevalence (%),22.5,17.5,-5.0,percentage points,0.0029897668458805475,-0.0003735662482210945,,,,,,0.0029897668458805475,0.0,100.0,100.0,45,0,1,0.0,,10,False,mean-abs-shap
twist_noise_049,peptide,Prevalence (%),40.0,40.0,0.0,percentage points,0.002969280250442525,-0.0008562212998600644,Noise peptide 49,independent noise,Simulated organism,Synthetic protein 28,False,0.002969280250442525,0.0,100.0,100.0,46,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_026,peptide,Prevalence (%),67.5,57.49999999999999,-10.000000000000007,percentage points,0.0028927351636179625,0.00015500806677627715,Noise peptide 26,independent noise,Simulated organism,Synthetic protein 16,False,0.0028927351636179625,0.0,100.0,100.0,47,0,1,0.0,,10,False,mean-abs-shap
twist_noise_010,peptide,Prevalence (%),25.0,35.0,10.0,percentage points,0.002496628783888324,-0.00020270448397447142,Noise peptide 10,independent noise,Simulated organism,Synthetic protein 8,False,0.002496628783888324,0.0,100.0,100.0,48,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_054,peptide,Prevalence (%),5.0,12.5,7.5,percentage points,0.00230471144636708,0.00096113999016366,Noise peptide 54,independent noise,Simulated organism,Synthetic protein 30,False,0.00230471144636708,0.0,100.0,100.0,49,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_008,peptide,Prevalence (%),45.0,62.5,17.5,percentage points,0.0022533065954595177,-0.00027205884911593413,Noise peptide 8,independent noise,Simulated organism,Synthetic protein 7,False,0.0022533065954595177,0.0,100.0,100.0,50,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_053,peptide,Prevalence (%),30.0,45.0,15.0,percentage points,0.0021784892265874862,0.0004085357620743195,Noise peptide 53,independent noise,Simulated organism,Synthetic protein 30,False,0.0021784892265874862,0.0,100.0,100.0,51,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_042,peptide,Prevalence (%),20.0,7.5,-12.5,percentage points,0.00196847694155904,-0.00031476738859438446,Noise peptide 42,independent noise,Simulated organism,Synthetic protein 24,False,0.00196847694155904,0.0,100.0,100.0,52,0,1,0.0,,10,False,mean-abs-shap
twist_noise_019,peptide,Prevalence (%),20.0,32.5,12.5,percentage points,0.001952643783143961,-0.0002402364817963281,Noise peptide 19,independent noise,Simulated organism,Synthetic protein 13,False,0.001952643783143961,0.0,100.0,100.0,53,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_074,peptide,Prevalence (%),35.0,20.0,-15.0,percentage points,0.001927758527121417,-0.00016678848756682398,Noise peptide 74,independent noise,Simulated organism,Synthetic protein 40,False,0.001927758527121417,0.0,100.0,100.0,54,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_065,peptide,Prevalence (%),15.0,22.5,7.5,percentage points,0.0010500723590770396,-7.278268439156928e-05,Noise peptide 65,independent noise,Simulated organism,Synthetic protein 36,False,0.0010500723590770396,0.0,100.0,100.0,55,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_017,peptide,Prevalence (%),30.0,12.5,-17.5,percentage points,0.0,0.0,Noise peptide 17,independent noise,Simulated organism,Synthetic protein 12,False,0.0,0.0,0.0,0.0,68,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_035,peptide,Prevalence (%),45.0,47.5,2.5,percentage points,0.0,0.0,Noise peptide 35,independent noise,Simulated organism,Synthetic protein 21,False,0.0,0.0,0.0,0.0,70,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_018,peptide,Prevalence (%),52.5,47.5,-5.0,percentage points,0.0,0.0,Noise peptide 18,independent noise,Simulated organism,Synthetic protein 12,False,0.0,0.0,0.0,0.0,58,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_036,peptide,Prevalence (%),65.0,30.0,-35.0,percentage points,0.0,0.0,Noise peptide 36,independent noise,Simulated organism,Synthetic protein 21,False,0.0,0.0,0.0,0.0,62,0,1,0.0,,10,False,mean-abs-shap
twist_noise_016,peptide,Prevalence (%),32.5,37.5,5.0,percentage points,0.0,0.0,Noise peptide 16,independent noise,Simulated organism,Synthetic protein 11,False,0.0,0.0,0.0,0.0,77,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_030,peptide,Prevalence (%),27.500000000000004,32.5,4.9999999999999964,percentage points,0.0,0.0,Noise peptide 30,independent noise,Simulated organism,Synthetic protein 18,False,0.0,0.0,0.0,0.0,60,0,1,0.0,,10,False,mean-abs-shap
twist_noise_031,peptide,Prevalence (%),40.0,47.5,7.5,percentage points,0.0,0.0,Noise peptide 31,independent noise,Simulated organism,Synthetic protein 19,False,0.0,0.0,0.0,0.0,79,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_003,peptide,Prevalence (%),45.0,45.0,0.0,percentage points,0.0,0.0,Noise peptide 3,independent noise,Simulated organism,Synthetic protein 5,False,0.0,0.0,0.0,0.0,56,0,1,0.0,,10,False,mean-abs-shap
twist_noise_073,peptide,Prevalence (%),32.5,27.500000000000004,-4.9999999999999964,percentage points,0.0,0.0,Noise peptide 73,independent noise,Simulated organism,Synthetic protein 40,False,0.0,0.0,0.0,0.0,84,0,1,0.0,,10,False,mean-abs-shap
twist_noise_001,peptide,Prevalence (%),55.00000000000001,55.00000000000001,0.0,percentage points,0.0,0.0,Noise peptide 1,independent noise,Simulated organism,Synthetic protein 4,False,0.0,0.0,0.0,0.0,75,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_032,peptide,Prevalence (%),22.5,17.5,-5.0,percentage points,0.0,0.0,Noise peptide 32,independent noise,Simulated organism,Synthetic protein 19,False,0.0,0.0,0.0,0.0,69,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_033,peptide,Prevalence (%),10.0,25.0,15.0,percentage points,0.0,0.0,Noise peptide 33,independent noise,Simulated organism,Synthetic protein 20,False,0.0,0.0,0.0,0.0,61,0,1,0.0,,10,False,mean-abs-shap
twist_noise_034,peptide,Prevalence (%),35.0,35.0,0.0,percentage points,0.0,0.0,Noise peptide 34,independent noise,Simulated organism,Synthetic protein 20,False,0.0,0.0,0.0,0.0,80,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_057,peptide,Prevalence (%),25.0,10.0,-15.0,percentage points,0.0,0.0,Noise peptide 57,independent noise,Simulated organism,Synthetic protein 32,False,0.0,0.0,0.0,0.0,64,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_056,peptide,Prevalence (%),45.0,30.0,-15.0,percentage points,0.0,0.0,Noise peptide 56,independent noise,Simulated organism,Synthetic protein 31,False,0.0,0.0,0.0,0.0,73,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_047,peptide,Prevalence (%),52.5,42.5,-10.0,percentage points,0.0,0.0,Noise peptide 47,independent noise,Simulated organism,Synthetic protein 27,False,0.0,0.0,0.0,0.0,72,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_021,peptide,Prevalence (%),17.5,20.0,2.5,percentage points,0.0,0.0,Noise peptide 21,independent noise,Simulated organism,Synthetic protein 14,False,0.0,0.0,0.0,0.0,59,0,1,0.0,,10,False,mean-abs-shap
twist_noise_040,peptide,Prevalence (%),45.0,60.0,15.0,percentage points,0.0,0.0,Noise peptide 40,independent noise,Simulated organism,Synthetic protein 23,False,0.0,0.0,0.0,0.0,81,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_041,peptide,Prevalence (%),30.0,20.0,-10.0,percentage points,0.0,0.0,Noise peptide 41,independent noise,Simulated organism,Synthetic protein 24,False,0.0,0.0,0.0,0.0,71,0,1,0.0,,10,False,mean-abs-shap
twist_noise_043,peptide,Prevalence (%),60.0,50.0,-10.0,percentage points,0.0,0.0,Noise peptide 43,independent noise,Simulated organism,Synthetic protein 25,False,0.0,0.0,0.0,0.0,82,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_045,peptide,Prevalence (%),55.00000000000001,47.5,-7.500000000000007,percentage points,0.0,0.0,Noise peptide 45,independent noise,Simulated organism,Synthetic protein 26,False,0.0,0.0,0.0,0.0,63,0,1,0.0,,10,False,mean-abs-shap
twist_noise_022,peptide,Prevalence (%),20.0,7.5,-12.5,percentage points,0.0,0.0,Noise peptide 22,independent noise,Simulated organism,Synthetic protein 14,False,0.0,0.0,0.0,0.0,78,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_009,peptide,Prevalence (%),37.5,27.500000000000004,-9.999999999999996,percentage points,0.0,0.0,Noise peptide 9,independent noise,Simulated organism,Synthetic protein 8,False,0.0,0.0,0.0,0.0,57,0,1,0.0,,10,False,mean-abs-shap
twist_noise_061,peptide,Prevalence (%),55.00000000000001,45.0,-10.000000000000007,percentage points,0.0,0.0,Noise peptide 61,independent noise,Simulated organism,Synthetic protein 34,False,0.0,0.0,0.0,0.0,83,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_062,peptide,Prevalence (%),17.5,35.0,17.5,percentage points,0.0,0.0,Noise peptide 62,independent noise,Simulated organism,Synthetic protein 34,False,0.0,0.0,0.0,0.0,74,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_063,peptide,Prevalence (%),17.5,27.500000000000004,10.000000000000004,percentage points,0.0,0.0,Noise peptide 63,independent noise,Simulated organism,Synthetic protein 35,False,0.0,0.0,0.0,0.0,65,0,1,0.0,,10,False,mean-abs-shap
corona2_noise_014,peptide,Prevalence (%),30.0,22.5,-7.5,percentage points,0.0,0.0,Noise peptide 14,independent noise,Simulated organism,Synthetic protein 10,False,0.0,0.0,0.0,0.0,67,0,1,0.0,,10,False,mean-abs-shap
twist_noise_013,peptide,Prevalence (%),42.5,50.0,7.5,percentage points,0.0,0.0,Noise peptide 13,independent noise,Simulated organism,Synthetic protein 10,False,0.0,0.0,0.0,0.0,76,0,1,0.0,,10,False,mean-abs-shap
agilent_noise_069,peptide,Prevalence (%),5.0,7.5,2.5,percentage points,0.0,0.0,Noise peptide 69,independent noise,Simulated organism,Synthetic protein 38,False,0.0,0.0,0.0,0.0,66,0,1,0.0,,10,False,mean-abs-shap
